generation,member,obj1,obj2,obj1_sd,obj2_sd,obj1_sd_syn,obj2_sd_syn,nsga2_front,nsga2_crowding_distance,nn_count,spea2_unconstrained_fitness,spea2_constrained_fitness,is_feasible,feasible_distance
0,gen=0_training=3,-7.83531,-1.95066,0,0,0.76435,2.51611,1,1,0,0.137755,0.137755,1,-999
0,gen=0_training=15,-6.30661,-6.98287,0,0,0.76435,2.51611,1,1,0,0.137755,0.137755,1,-999
1,gen=0_training=3,-7.83531,-1.95066,0,0,0.304858,1.73366,1,1,0,0.149781,0.149781,1,-999
1,gen=0_training=15,-6.30661,-6.98287,0,0,0.304858,1.73366,1,1,0,0.249443,0.249443,1,-999
1,gen=1_member=32_pso,-8.21886,2.41943,0.0541867,1.61893,0.304858,1.73366,1,1,1,0.253763,0.253763,1,-999
1,gen=1_member=31_pso,-6.93967,-7.1943,0.0573493,1.51778,0.304858,1.73366,1,1,0,0.273296,0.273296,1,-999
1,gen=1_member=29_pso,-8.14357,0.932925,0.0433019,0.900527,0.304858,1.73366,1,1,0,0.198534,0.198534,1,-999
1,gen=1_member=17_pso,-6.08486,-7.79514,0.0754107,1.8224,0.304858,1.8224,1,1,1,0.249443,0.249443,1,-999
1,gen=1_member=33_pso,-8.1483,4.34045,0.0469167,1.3527,0.304858,1.73366,1,0.25,1,0.183911,0.183911,1,-999
2,gen=1_member=32_pso,-8.21886,2.41943,0.0541867,1.61893,0.21641,1.61893,1,0.111111,2,0.253763,0.253763,1,-999
2,gen=1_member=31_pso,-6.93967,-7.1943,0.0573493,1.51778,0.21641,1.51778,1,0.444444,1,0.323781,0.323781,1,-999
2,gen=1_member=29_pso,-8.14357,0.932925,0.0433019,0.900527,0.21641,1.02146,1,0.444444,1,0.198534,0.198534,1,-999
2,gen=1_member=17_pso,-6.08486,-7.79514,0.0754107,1.8224,0.21641,1.8224,1,1,1,0.279471,0.279471,1,-999
2,gen=0_training=3,-7.83531,-1.95066,0,0,0.156496,3.14556,2,1,0,0.185407,0.185407,1,-999
2,gen=0_training=15,-6.30661,-6.98287,0,0,0.21641,1.02146,1,0.444444,1,0.249443,0.249443,1,-999
2,gen=1_member=33_pso,-8.1483,4.34045,0.0469167,1.3527,0.156496,3.14556,2,1,0,0.183911,0.183911,1,-999
2,gen=2_member=51_pso,-7.92441,-3.42081,0.0443576,1.07586,0.21641,1.07586,1,1,0,1.18273,1.18273,1,-999
2,gen=2_member=49_pso,-6.5384,-6.12065,0.0701144,1.81805,0.21641,1.81805,1,1,0,0.300894,0.300894,1,-999
2,gen=2_member=47_pso,-8.24896,0.998169,0.0546355,1.62679,0.21641,1.62679,1,1,0,1.18674,1.18674,1,-999
2,gen=2_member=44_pso,-7.2645,-6.9971,0.0449437,1.14319,0.21641,1.14319,1,1,0,0.299542,0.299542,1,-999
2,gen=2_member=68_pso,-6.36074,-6.40136,0.0745051,1.92985,0.21641,1.92985,1,0.111111,2,0.299542,0.299542,1,-999
3,gen=2_member=51_pso,-7.92441,-3.42081,0.0443576,1.07586,0.166469,1.07586,1,1,0,0.182729,0.182729,1,-999
3,gen=2_member=49_pso,-6.5384,-6.12065,0.0701144,1.81805,0.166469,1.81805,1,1,0,0.300894,0.300894,1,-999
3,gen=2_member=47_pso,-8.24896,0.998169,0.0546355,1.62679,0.166469,1.62679,1,1,0,0.322647,0.322647,1,-999
