time,elapsed_seconds,message
15:00:08,7.17e-05,PEST++ performance logger started
15:00:08,0.0003441,starting to process control file
15:00:08,0.0064937,finished processing control file
15:00:08,0.0103412,initializing MOEA process
15:00:08,0.0001842,using 'nsga2_ppd' env selector
15:00:08,2.25e-05,using binary tournament mating pool selector
15:00:08,2.45e-05,saving generation specific populations and archives every nth generation 1
15:00:08,2.61e-05,'opt_dec_var_groups' passed, using 2 adjustable parameters as decision variables
15:00:08,3.05e-05,number of decision variables:  2
15:00:08,2.08e-05,max run fail:  3
15:00:08,2.01e-05,'opt_chance_points' = SINGLE, evaluating chance at representative point
15:00:08,3.57e-05,initializing constraints
15:00:08,0.0002886,using particle swarm generator
15:00:08,0.0011467,processing dv population file initial.dv_pop.csv
15:00:08,2.66e-05,loading dv population from csv file initial.dv_pop.csv
15:00:08,0.0083526,dv population with 20 members read from 'initial.dv_pop.csv'

15:00:08,3.82e-05,processing obs population file initial.obs_pop.csv
15:00:08,1.77e-05,loading obs population from csv file initial.obs_pop.csv
15:00:08,0.0058091,obs population with 20 members read from 'initial.obs_pop.csv'

15:00:08,0.0021632, saved observation population to  kur.0.obs_pop.csv
15:00:08,8.67e-05,initial population decision variable summary:
15:00:08,7.63e-05,initial population objective function summary:
15:00:08,2.52e-05,seeking optimal trade-off point for single 'optimal' chance point runs
15:00:08,2.29e-05,using member GEN=0_TRAINING=15 as single, 'optimal' point
   with distance of 1.5287 from optimal trade - off
15:00:08,0.0012963, saved initial dv population to  kur.0.dv_pop.csv
15:00:08,0.0001275,performing initial pareto dominance sort
15:00:08,0.0037681,ParetoObjectives::get_nsga2_pareto_dominance() for 20 population members
15:00:08,3.46e-05,ParetoObjectives::update() for  20 population members
15:00:08,8.7e-06,preparing fast-lookup containers
15:00:08,0.0001613,checking for duplicate solutions
15:00:08,6.8e-05,calculating fitness
15:00:08,9e-06,get_spea_fitness
15:00:08,4.88e-05,fill domination containers
15:00:08,0.0002299,pareto front sorting
15:00:08,9.8e-06,starting 'fast non-dom sort
15:00:08,6.9e-06,fill domination containers
15:00:08,0.0001447,finding first front
15:00:08,8.1e-06,sorting remaining fronts
15:00:08,0.0007748,kur.0.dv_pop.csvinitialized archives with 2 nondominated members
