real_name,obj1,obj2,obj1_sd,obj2_sd
gen=19_member=555_pso,-7.71861,-3.02719,0.0483015,1.33232
gen=7_member=206_pso,-6.50462,-8.44342,0.0540881,1.23292
gen=6_member=182_pso,-6.02885,-7.29411,0.0794297,1.95336
gen=5_member=147_pso,-8.3168,2.5727,0.0525687,1.58472
gen=2_member=51_pso,-7.92441,-3.42081,0.0443576,1.07586
gen=18_member=531_pso,-8.13772,-1.37048,0.0469869,1.15777
gen=15_member=454_pso,-6.15643,-8.30428,0.0628915,1.39834
gen=19_member=563_pso,-7.46214,-6.04488,0.042797,1.00252
gen=17_member=491_pso,-7.2626,-7.03647,0.0433545,1.09358
gen=15_member=444_pso,-6.80775,-7.42156,0.0395447,0.678144
gen=12_member=369_pso,-8.26234,0.432172,0.0509026,1.40922
gen=12_member=357_pso,-8.01415,-2.66509,0.0446814,1.04662
gen=11_member=328_pso,-8.19987,-0.592983,0.0494043,1.30838
gen=19_member=574_pso,-6.65858,-8.20811,0.059151,1.51416
gen=19_member=571_pso,-7.64804,-5.26693,0.0410876,0.928126
gen=19_member=557_pso,-7.16043,-6.08466,0.0520838,1.29082
gen=19_member=556_pso,-7.78948,-4.37953,0.0431681,1.06084
gen=17_member=509_pso,-8.23722,0.163888,0.0486313,1.26205
gen=18_member=548_pso,-7.74934,-4.69131,0.0419949,0.987558
gen=18_member=537_pso,-6.96736,-7.78669,0.0443424,1.04815
gen=18_member=536_pso,-7.16475,-7.25437,0.0476095,1.23095
gen=10_member=301_pso,-6.01965,-7.41028,0.0788912,1.92411
gen=17_member=516_pso,-8.01039,-2.67358,0.0460632,1.15085
gen=17_member=514_pso,-6.66874,-8.00725,0.061724,1.61155
gen=16_member=486_pso,-7.88296,-3.75167,0.0435882,1.04213
gen=16_member=470_pso,-5.86069,-7.65063,0.0744577,1.67017
gen=15_member=456_pso,-7.43002,-6.29089,0.0429669,1.03992
gen=15_member=446_pso,-8.09621,-1.85362,0.0469996,1.17521
gen=8_member=241_pso,-7.46948,-5.62719,0.0431703,0.944231
gen=14_member=428_pso,-8.16743,-0.861646,0.0463757,1.10449
